2026-02-24T20:23:57.877Z CLI debug [main]     Starting main function execution
2026-02-24T20:23:57.878Z CLI debug [main]     Generated binSessionId: d206291b-ac55-4d52-a4d6-88d584646fb6
2026-02-24T20:23:57.881Z CLI debug [main]     Resolved listen address: 127.0.0.1:5400
2026-02-24T20:23:57.903Z CLI info [main]     Server listening on port: 5400
2026-02-24T20:23:57.903Z CLI debug     [2026-02-24T20:23:57.903Z][ TEST REPORTING AND ANALYTICS ] Monitoring has started
2026-02-24T20:23:57.929Z CLI debug [core:bin-session]     Starting bin session with config: {"binSessionId":"d206291b-ac55-4d52-a4d6-88d584646fb6","sdkLanguage":"python","sdkVersion":"1.38.0","pathProject":"C:\\Users\\subhr\\OneDrive\\Desktop\\Code Image","pathConfig":"C:\\Users\\subhr\\OneDrive\\Desktop\\Code Image\\browserstack.yml","envVars":{"BROWSERSTACK_AUTOMATION":"true","BROWSERSTACK_WRITABLE_DIR":"C:\\Users\\subhr\\.browserstack\\cli","BROWSERSTACK_CLI_BIN_LISTEN_ADDR":"127.0.0.1:5400","BROWSERSTACK_BINARY_IS_RUNNING":"True","BROWSERSTACK_CLI_HOOKS":"true","BSTACK_COMBINED_BUILD_ID":"#1"},"cliArgs":["C:\\Users\\subhr\\AppData\\Local\\Programs\\Python\\Python310\\Scripts\\browserstack-sdk","python","main.py"],"frameworks":["python-generic","selenium"],"frameworkVersions":{"python-generic":"unknown","selenium":"4.41.0"},"language":"python","testFramework":"python-generic","clientWorkerId":"12268-7480","platformIndex":"0"}
2026-02-24T20:23:57.935Z CLI info     Config : {"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"browserName":"Chrome","os":"Windows","osVersion":"11"},{"browserName":"Safari","os":"OS X","osVersion":"Sonoma"},{"browserName":"Firefox","os":"Windows","osVersion":"10"},{"deviceName":"iPhone 15","osVersion":"17","browserName":"safari"},{"deviceName":"Samsung Galaxy S23","osVersion":"13.0","browserName":"chrome"}],"parallelsPerPlatform":1,"browserstackLocal":false,"buildName":"ElPaisScrapingBuild","projectName":"ElPaisOpinionAnalysis"}
2026-02-24T20:23:57.936Z CLI debug [TEST REPORTING AND ANALYTICS:git]     Unable to find a Git directory
2026-02-24T20:23:57.938Z CLI info     Should start debug utility: undefined
2026-02-24T20:23:57.939Z CLI debug [sdk:service]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  StartBinSession details: {"binSessionId":"d206291b-ac55-4d52-a4d6-88d584646fb6","sdkLanguage":"python","sdkVersion":"1.38.0","pathProject":"C:\\Users\\subhr\\OneDrive\\Desktop\\Code Image","pathConfig":"C:\\Users\\subhr\\OneDrive\\Desktop\\Code Image\\browserstack.yml","envVars":{"BROWSERSTACK_AUTOMATION":"true","BROWSERSTACK_WRITABLE_DIR":"C:\\Users\\subhr\\.browserstack\\cli","BROWSERSTACK_CLI_BIN_LISTEN_ADDR":"127.0.0.1:5400","BROWSERSTACK_BINARY_IS_RUNNING":"True","BROWSERSTACK_CLI_HOOKS":"true","BSTACK_COMBINED_BUILD_ID":"#1"},"cliArgs":["C:\\Users\\subhr\\AppData\\Local\\Programs\\Python\\Python310\\Scripts\\browserstack-sdk","python","main.py"],"frameworks":["python-generic","selenium"],"frameworkVersions":{"python-generic":"unknown","selenium":"4.41.0"},"language":"python","testFramework":"python-generic","clientWorkerId":"12268-7480","platformIndex":"0","id":"d206291b-ac55-4d52-a4d6-88d584646fb6","config":{"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"browserName":"Chrome","os":"Windows","osVersion":"11"},{"browserName":"Safari","os":"OS X","osVersion":"Sonoma"},{"browserName":"Firefox","os":"Windows","osVersion":"10"},{"deviceName":"iPhone 15","osVersion":"17","browserName":"safari"},{"deviceName":"Samsung Galaxy S23","osVersion":"13.0","browserName":"chrome"}],"parallelsPerPlatform":1,"browserstackLocal":false,"buildName":"ElPaisScrapingBuild","projectName":"ElPaisOpinionAnalysis","testObservability":true,"accessibility":null,"browserstackAutomation":true,"selfHeal":false,"disableAutoCaptureLogs":false,"testhub":true,"additionalPlatforms":[],"additionalParams":{},"testContextOptions":{"skipSessionStatus":false,"skipSessionName":false},"buildIdentifier":"#1","browserStackLocalOptions":{"key":"[REDACTED]","skipBinaryInitialisation":false}},"ciInfo":{"build_number":null},"versionControlInfo":{},"hostInfo":{"hostname":"SUBHRAT","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"data":{},"isAppAutomate":false,"browserstackSDK":"python-generic-pythonagent/1.38.0","productMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false,"lts":false}}
2026-02-24T20:23:57.939Z CLI info [testhub:module]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Starting testhub from 11720:0
2026-02-24T20:23:57.940Z CLI debug [testhub:module]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  startBuild: payload={"started_at":"2026-02-24T20:23:57.940Z","host_info":{"hostname":"SUBHRAT","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"ci_info":{"build_number":null},"version_control":{},"project_name":"ElPaisOpinionAnalysis","name":"ElPaisScrapingBuild","build_identifier":"#1","build_run_identifier":null,"description":"","tags":[],"failed_tests_rerun":false,"accessibility":{"settings":{}},"framework_details":{"frameworkName":"python-generic","frameworkVersion":"unknown","sdkVersion":"1.38.0","cliVersion":"1.22.6","language":"python","testFramework":{"name":"selenium","version":"4.41.0"}},"product_map":{"observability":true,"accessibility":null,"percy":false,"automate":true,"app_automate":false,"lts":false},"browserstackAutomation":true,"test_orchestration":{}}
2026-02-24T20:23:57.940Z CLI info  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  [PRODUCTION] Making POST request to https://sdk.browserstack.com
2026-02-24T20:23:57.940Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://sdk.browserstack.com/api/v1/build/start
2026-02-24T20:23:57.942Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  FindNearestHub called with hubPath: /wd/hub
2026-02-24T20:23:57.942Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  No cached result or no search in-progress, initiating findNearestHub
2026-02-24T20:23:57.942Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Fetching list of next available hubs from BrowserStack
2026-02-24T20:23:57.942Z CLI info  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  [PRODUCTION] Making GET request to https://hub.browserstack.com
2026-02-24T20:23:57.942Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub.browserstack.com/next_hubs
2026-02-24T20:23:58.122Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub.browserstack.com/next_hubs: 200 OK
2026-02-24T20:23:58.123Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub.browserstack.com/next_hubs: 200
2026-02-24T20:23:58.123Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Fetched next hubs successfully: {"hubs":["hub-aps.browserstack.com","hub-euw.browserstack.com","hub-apse.browserstack.com"]}
2026-02-24T20:23:58.123Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Checking hub availability at https://hub-aps.browserstack.com
2026-02-24T20:23:58.123Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub-aps.browserstack.com/check
2026-02-24T20:23:58.123Z CLI info  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  [PRODUCTION] Making GET request to https://hub-aps.browserstack.com
2026-02-24T20:23:58.123Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub-aps.browserstack.com/check
2026-02-24T20:23:58.124Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Checking hub availability at https://hub-euw.browserstack.com
2026-02-24T20:23:58.125Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub-euw.browserstack.com/check
2026-02-24T20:23:58.125Z CLI info  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  [PRODUCTION] Making GET request to https://hub-euw.browserstack.com
2026-02-24T20:23:58.125Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub-euw.browserstack.com/check
2026-02-24T20:23:58.126Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Checking hub availability at https://hub-apse.browserstack.com
2026-02-24T20:23:58.126Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub-apse.browserstack.com/check
2026-02-24T20:23:58.127Z CLI info  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  [PRODUCTION] Making GET request to https://hub-apse.browserstack.com
2026-02-24T20:23:58.127Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://hub-apse.browserstack.com/check
2026-02-24T20:23:58.134Z CLI debug  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Not Needed to write this in file request:https://hub.browserstack.com/next_hubs {"name":"request:https://hub.browserstack.com/next_hubs","entryType":"measure","startTime":1771964637935.7668,"duration":179.93769999966025,"detail":null,"success":true,"failure":null,"worker":"12268-7480","platform":"0"}
2026-02-24T20:23:58.249Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub-aps.browserstack.com/check: 200 OK
2026-02-24T20:23:58.250Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub-aps.browserstack.com/check: 200 - Hub available
2026-02-24T20:23:58.250Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Hub at https://hub-aps.browserstack.com responded successfully with latency: 126.6921999976039 ms.
2026-02-24T20:23:58.250Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Successfully found nearest hub
2026-02-24T20:23:58.251Z CLI debug  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Need to write this in file sdk:cli:findNearestHub
2026-02-24T20:23:58.253Z CLI debug  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  lock attaned.
2026-02-24T20:23:58.254Z CLI debug  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Not Needed to write this in file request:https://hub-aps.browserstack.com/check {"name":"request:https://hub-aps.browserstack.com/check","entryType":"measure","startTime":1771964638117.426,"duration":125.89259999990463,"detail":null,"success":true,"failure":null,"worker":"12268-7480","platform":"0"}
2026-02-24T20:23:58.738Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://sdk.browserstack.com/api/v1/build/start: 200 OK
2026-02-24T20:23:58.740Z CLI info [testhub:module]  [subhratbadatya_Y5JuE9]   [d206291b-ac55-4d52-a4d6-88d584646fb6]  startBuild: response=oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx
2026-02-24T20:23:58.741Z CLI debug [testhub:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  onStart: d206291b-ac55-4d52-a4d6-88d584646fb6
2026-02-24T20:23:58.743Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Firing CLI event for funnel data at sdk/v1/event
2026-02-24T20:23:58.744Z CLI debug [instrumentation:funnel]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to sdk/v1/event
2026-02-24T20:23:58.744Z CLI info  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  [PRODUCTION] Making POST request to https://api.browserstack.com
2026-02-24T20:23:58.744Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Sending request to https://api.browserstack.com/sdk/v1/event
2026-02-24T20:23:58.747Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Not Needed to write this in file sdk:hook:onStart:_0x1f65b5 {"name":"sdk:hook:onStart:_0x1f65b5","entryType":"measure","startTime":1771964637933.0525,"duration":802.0484999977052,"detail":null,"success":true,"failure":null,"worker":"12268-7480","platform":"0"}
2026-02-24T20:23:58.747Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Need to write this in file sdk:testhub
2026-02-24T20:23:58.748Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  lock attaned.
2026-02-24T20:23:58.749Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Not Needed to write this in file request:https://sdk.browserstack.com/api/v1/build/start {"name":"request:https://sdk.browserstack.com/api/v1/build/start","entryType":"measure","startTime":1771964637934.1953,"duration":798.2866999991238,"detail":null,"success":true,"failure":null,"worker":"12268-7480","platform":"0"}
2026-02-24T20:23:58.765Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub-euw.browserstack.com/check: 200 OK
2026-02-24T20:23:58.766Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub-euw.browserstack.com/check: 200 - Hub available
2026-02-24T20:23:58.766Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Hub at https://hub-euw.browserstack.com responded successfully with latency: 641.3976000025868 ms.
2026-02-24T20:23:58.767Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Not Needed to write this in file request:https://hub-euw.browserstack.com/check {"name":"request:https://hub-euw.browserstack.com/check","entryType":"measure","startTime":1771964638118.4106,"duration":640.9415999986231,"detail":null,"success":true,"failure":null,"worker":"12268-7480","platform":"0"}
2026-02-24T20:23:59.013Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub-apse.browserstack.com/check: 200 OK
2026-02-24T20:23:59.013Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://hub-apse.browserstack.com/check: 200 - Hub available
2026-02-24T20:23:59.013Z CLI debug [selenium]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Hub at https://hub-apse.browserstack.com responded successfully with latency: 886.8299999982119 ms.
2026-02-24T20:23:59.015Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Not Needed to write this in file request:https://hub-apse.browserstack.com/check {"name":"request:https://hub-apse.browserstack.com/check","entryType":"measure","startTime":1771964638120.535,"duration":886.1655000001192,"detail":null,"success":true,"failure":null,"worker":"12268-7480","platform":"0"}
2026-02-24T20:23:59.616Z CLI debug [core:http]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from https://api.browserstack.com/sdk/v1/event: 200 OK
2026-02-24T20:23:59.616Z CLI debug [instrumentation:funnel]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Response from sdk/v1/event: 200
2026-02-24T20:23:59.616Z CLI debug [instrumentation:funnel]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  API Event response - {"data":{"message":"SDK Event recorded successfully"},"body":"{\"message\":\"SDK Event recorded successfully\"}","statusCode":200}
2026-02-24T20:23:59.617Z CLI debug [instrumentation:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Instrumentation onStart: d206291b-ac55-4d52-a4d6-88d584646fb6
2026-02-24T20:23:59.617Z CLI debug [TEST REPORTING AND ANALYTICS:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  onStart: d206291b-ac55-4d52-a4d6-88d584646fb6 language=python
2026-02-24T20:23:59.617Z CLI debug [ai:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  onStart: enabled=false isAuthenticated=undefined
2026-02-24T20:23:59.617Z CLI debug [percy:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  onStart: enabled=false configured=false
2026-02-24T20:23:59.618Z CLI debug [local:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  onStart: enabled=undefined configured=undefined
2026-02-24T20:23:59.618Z CLI debug [app-automate:module]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  App handling disabled.
2026-02-24T20:23:59.618Z CLI debug [sdk:service]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  onStart hook invoked successfully.
2026-02-24T20:23:59.618Z CLI debug [core:bin-session]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Starting to generate capabilities for all platforms.
2026-02-24T20:23:59.618Z CLI debug [core:bin-session]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Primary platforms to configure: 5, additional: 0)
2026-02-24T20:23:59.618Z CLI debug [core:bin-session]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Processing platform: 0
2026-02-24T20:23:59.619Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Platform caps before processing (isSecondaryDriver=false): {"browserName":"Chrome","os":"Windows","osVersion":"11"}
2026-02-24T20:23:59.620Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  root caps before processing: {}
2026-02-24T20:23:59.620Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  bstack caps before processing: {"userName":"[REDACTED]","accessKey":"[REDACTED]","buildName":"ElPaisScrapingBuild","projectName":"ElPaisOpinionAnalysis","buildIdentifier":"#1","browserName":"Chrome","os":"Windows","osVersion":"11","hostName":"SUBHRAT","browserstackSDK":"python-generic-pythonagent/1.38.0"}
2026-02-24T20:23:59.620Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  root caps after processing: {}
2026-02-24T20:23:59.620Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  bstack caps after processing: {"userName":"[REDACTED]","accessKey":"[REDACTED]","buildName":"ElPaisScrapingBuild","projectName":"ElPaisOpinionAnalysis","buildIdentifier":"#1","browserName":"Chrome","os":"Windows","osVersion":"11","hostName":"SUBHRAT","browserstackSDK":"python-generic-pythonagent/1.38.0"}
2026-02-24T20:23:59.620Z CLI debug [core:bin-session]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Generated capabilities for platform 0:, {"browserName":"Chrome","bstack:options":{"userName":"[REDACTED]","accessKey":"[REDACTED]","buildName":"ElPaisScrapingBuild","projectName":"ElPaisOpinionAnalysis","buildIdentifier":"#1","browserName":"Chrome","os":"Windows","osVersion":"11","hostName":"SUBHRAT","browserstackSDK":"python-generic-pythonagent/1.38.0","buildProductMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false,"lts":false},"useW3C":true,"accessibilityOptions":{}}}
2026-02-24T20:23:59.620Z CLI debug [core:bin-session]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Capabilities set for platform 0
2026-02-24T20:23:59.620Z CLI debug [core:bin-session]  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Processing platform: 1
2026-02-24T20:23:59.621Z CLI debug  [subhratbadatya_Y5JuE9]  [oftx9xeaeli41g9wif4kdhtzjxzdsjvrodl2zndx]  [d206291b-ac55-4d52-a4d6-88d584646fb6]  Platform caps before processing (isSecondaryDriver=false): {"browserName":"Safari","os":"OS X","osVersion":"Sonoma"}
